X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
67.709953,33.93911,1,,Afghanistan,2020/12/12 01:27:11+00,33.93911,67.709953,48116,38141,1945,8030,,,Afghanistan
20.1683,41.1533,2,,Albania,2020/12/12 01:27:11+00,41.1533,20.1683,46863,24136,977,21750,,,Albania
1.6596,28.0339,3,,Algeria,2020/12/12 01:27:11+00,28.0339,1.6596,91121,59590,2575,28956,,,Algeria
1.5218,42.5063,4,,Andorra,2020/12/12 01:27:11+00,42.5063,1.5218,7236,6598,78,560,,,Andorra
17.8739,-11.2027,5,,Angola,2020/12/12 01:27:11+00,-11.2027,17.8739,16061,8798,365,6898,,,Angola
-61.7964,17.0608,6,,Antigua and Barbuda,2020/12/12 01:27:11+00,17.0608,-61.7964,147,138,4,5,,,Antigua and Barbuda
-63.6167,-38.4161,7,,Argentina,2020/12/12 01:27:11+00,-38.4161,-63.6167,1489328,1324792,40606,123930,,,Argentina
45.0382,40.0691,8,,Armenia,2020/12/12 01:27:11+00,40.0691,45.0382,146317,123474,2445,20398,,,Armenia
149.0124,-35.4735,9,Australian Capital Territory,Australia,2020/12/12 01:27:11+00,-35.4735,149.0124,117,114,3,0,,,"Australian Capital Territory, Australia"
151.2093,-33.8688,10,New South Wales,Australia,2020/12/12 01:27:11+00,-33.8688,151.2093,4639,3191,53,1395,,,"New South Wales, Australia"
130.8456,-12.4634,11,Northern Territory,Australia,2020/12/12 01:27:11+00,-12.4634,130.8456,62,52,0,10,,,"Northern Territory, Australia"
153.0251,-27.4698,12,Queensland,Australia,2020/12/12 01:27:11+00,-27.4698,153.0251,1226,1199,6,21,,,"Queensland, Australia"
138.6007,-34.9285,13,South Australia,Australia,2020/12/12 01:27:11+00,-34.9285,138.6007,562,558,4,0,,,"South Australia, Australia"
147.3272,-42.8821,14,Tasmania,Australia,2020/12/12 01:27:11+00,-42.8821,147.3272,234,217,13,4,,,"Tasmania, Australia"
144.9631,-37.8136,15,Victoria,Australia,2020/12/12 01:27:11+00,-37.8136,144.9631,20350,19525,820,5,,,"Victoria, Australia"
115.8605,-31.9505,16,Western Australia,Australia,2020/12/12 01:27:11+00,-31.9505,115.8605,834,813,9,12,,,"Western Australia, Australia"
14.5501,47.5162,17,,Austria,2020/12/12 01:27:11+00,47.5162,14.5501,316581,273503,4289,38789,,,Austria
47.5769,40.1431,18,,Azerbaijan,2020/12/12 01:27:11+00,40.1431,47.5769,167155,103550,1840,61765,,,Azerbaijan
-78.035889,25.025885,19,,Bahamas,2020/12/12 01:27:11+00,25.025885,-78.035889,7623,6043,163,1417,,,Bahamas
50.55,26.0275,20,,Bahrain,2020/12/12 01:27:11+00,26.0275,50.55,88820,86867,347,1606,,,Bahrain
90.3563,23.685,21,,Bangladesh,2020/12/12 01:27:11+00,23.685,90.3563,487849,414318,6986,66545,,,Bangladesh
-59.5432,13.1939,22,,Barbados,2020/12/12 01:27:11+00,13.1939,-59.5432,292,269,7,16,,,Barbados
27.9534,53.7098,23,,Belarus,2020/12/12 01:27:11+00,53.7098,27.9534,156359,133930,1246,21183,,,Belarus
4.4024,51.2195,24,Antwerp,Belgium,2020/12/12 01:27:11+00,51.2195,4.4024,71368,0,0,71368,,,"Antwerp, Belgium"
4.3517,50.8503,25,Brussels,Belgium,2020/12/12 01:27:11+00,50.8503,4.3517,78152,0,0,78152,,,"Brussels, Belgium"
3.7373,51.0362,26,East Flanders,Belgium,2020/12/12 01:27:11+00,51.0362,3.7373,57603,0,0,57603,,,"East Flanders, Belgium"
4.5833,50.9167,27,Flemish Brabant,Belgium,2020/12/12 01:27:11+00,50.9167,4.5833,45941,0,0,45941,,,"Flemish Brabant, Belgium"
4.0621,50.5257,28,Hainaut,Belgium,2020/12/12 01:27:11+00,50.5257,4.0621,96379,0,0,96379,,,"Hainaut, Belgium"
5.8492,50.4496,29,Liege,Belgium,2020/12/12 01:27:11+00,50.4496,5.8492,93467,0,0,93467,,,"Liege, Belgium"
5.342,50.9739,30,Limburg,Belgium,2020/12/12 01:27:11+00,50.9739,5.342,25857,0,0,25857,,,"Limburg, Belgium"
5.4677,50.0547,31,Luxembourg,Belgium,2020/12/12 01:27:11+00,50.0547,5.4677,17109,0,0,17109,,,"Luxembourg, Belgium"
4.8221,50.331,32,Namur,Belgium,2020/12/12 01:27:11+00,50.331,4.8221,33294,0,0,33294,,,"Namur, Belgium"
,,33,Unknown,Belgium,2020/12/12 01:27:11+00,,,9890,0,17692,-7802,,,"Unknown, Belgium"
4.35,50.4,34,Walloon Brabant,Belgium,2020/12/12 01:27:11+00,50.4,4.35,23828,0,0,23828,,,"Walloon Brabant, Belgium"
3.1458,51.0536,35,West Flanders,Belgium,2020/12/12 01:27:11+00,51.0536,3.1458,47509,0,0,47509,,,"West Flanders, Belgium"
-88.4976,17.1899,36,,Belize,2020/12/12 01:27:11+00,17.1899,-88.4976,8965,4219,185,4561,,,Belize
2.3158,9.3077,37,,Benin,2020/12/12 01:27:11+00,9.3077,2.3158,3090,2972,44,74,,,Benin
90.4336,27.5142,38,,Bhutan,2020/12/12 01:27:11+00,27.5142,90.4336,434,395,0,39,,,Bhutan
-63.5887,-16.2902,39,,Bolivia,2020/12/12 01:27:11+00,-16.2902,-63.5887,146385,125716,9008,11661,,,Bolivia
17.6791,43.9159,40,,Bosnia and Herzegovina,2020/12/12 01:27:11+00,43.9159,17.6791,99543,63733,3250,32560,,,Bosnia and Herzegovina
24.6849,-22.3285,41,,Botswana,2020/12/12 01:27:11+00,-22.3285,24.6849,12501,9940,37,2524,,,Botswana
-70.812,-9.0238,42,Acre,Brazil,2020/12/12 01:27:11+00,-9.0238,-70.812,37902,32515,744,4643,,,"Acre, Brazil"
-36.782,-9.5713,43,Alagoas,Brazil,2020/12/12 01:27:11+00,-9.5713,-36.782,97562,93519,2366,1677,,,"Alagoas, Brazil"
-52.003,0.902,44,Amapa,Brazil,2020/12/12 01:27:11+00,0.902,-52.003,62221,48386,842,12993,,,"Amapa, Brazil"
-65.8561,-3.4168,45,Amazonas,Brazil,2020/12/12 01:27:11+00,-3.4168,-65.8561,185089,158846,4978,21265,,,"Amazonas, Brazil"
-41.7007,-12.5797,46,Bahia,Brazil,2020/12/12 01:27:11+00,-12.5797,-41.7007,436662,419448,8531,8683,,,"Bahia, Brazil"
-39.3206,-5.4984,47,Ceara,Brazil,2020/12/12 01:27:11+00,-5.4984,-39.3206,313439,257263,9768,46408,,,"Ceara, Brazil"
-47.8645,-15.7998,48,Distrito Federal,Brazil,2020/12/12 01:27:11+00,-15.7998,-47.8645,237114,226300,4043,6771,,,"Distrito Federal, Brazil"
-40.3089,-19.1834,49,Espirito Santo,Brazil,2020/12/12 01:27:11+00,-19.1834,-40.3089,208252,193721,4510,10021,,,"Espirito Santo, Brazil"
-49.8362,-15.827,50,Goias,Brazil,2020/12/12 01:27:11+00,-15.827,-49.8362,290814,281538,6520,2756,,,"Goias, Brazil"
-45.2744,-4.9609,51,Maranhao,Brazil,2020/12/12 01:27:11+00,-4.9609,-45.2744,196446,187711,4362,4373,,,"Maranhao, Brazil"
-56.9211,-12.6819,52,Mato Grosso,Brazil,2020/12/12 01:27:11+00,-12.6819,-56.9211,164599,157600,4176,2823,,,"Mato Grosso, Brazil"
-54.7852,-20.7722,53,Mato Grosso do Sul,Brazil,2020/12/12 01:27:11+00,-20.7722,-54.7852,109785,95302,1888,12595,,,"Mato Grosso do Sul, Brazil"
-44.555,-18.5122,54,Minas Gerais,Brazil,2020/12/12 01:27:11+00,-18.5122,-44.555,453364,416183,10499,26682,,,"Minas Gerais, Brazil"
-54.9306,-1.9981,55,Para,Brazil,2020/12/12 01:27:11+00,-1.9981,-54.9306,278066,260763,6972,10331,,,"Para, Brazil"
-36.782,-7.24,56,Paraiba,Brazil,2020/12/12 01:27:11+00,-7.24,-36.782,152073,119971,3407,28695,,,"Paraiba, Brazil"
-52.0215,-25.2521,57,Parana,Brazil,2020/12/12 01:27:11+00,-25.2521,-52.0215,317861,227791,6653,83417,,,"Parana, Brazil"
-36.9541,-8.8137,58,Pernambuco,Brazil,2020/12/12 01:27:11+00,-8.8137,-36.9541,195118,171535,9229,14354,,,"Pernambuco, Brazil"
-42.7289,-7.7183,59,Piaui,Brazil,2020/12/12 01:27:11+00,-7.7183,-42.7289,133336,130707,2704,-75,,,"Piaui, Brazil"
-36.9541,-5.4026,60,Rio Grande do Norte,Brazil,2020/12/12 01:27:11+00,-5.4026,-36.9541,101209,48821,2770,49618,,,"Rio Grande do Norte, Brazil"
-51.2177,-30.0346,61,Rio Grande do Sul,Brazil,2020/12/12 01:27:11+00,-30.0346,-51.2177,363979,341444,7452,15083,,,"Rio Grande do Sul, Brazil"
-43.1729,-22.9068,62,Rio de Janeiro,Brazil,2020/12/12 01:27:11+00,-22.9068,-43.1729,381644,353207,23546,4891,,,"Rio de Janeiro, Brazil"
-63.5806,-11.5057,63,Rondonia,Brazil,2020/12/12 01:27:11+00,-11.5057,-63.5806,84919,74259,1628,9032,,,"Rondonia, Brazil"
-62.0751,-2.7376,64,Roraima,Brazil,2020/12/12 01:27:11+00,-2.7376,-62.0751,65595,61934,749,2912,,,"Roraima, Brazil"
-50.2189,-27.2423,65,Santa Catarina,Brazil,2020/12/12 01:27:11+00,-27.2423,-50.2189,416752,388872,4224,23656,,,"Santa Catarina, Brazil"
-46.6333,-23.5505,66,Sao Paulo,Brazil,2020/12/12 01:27:11+00,-23.5505,-46.6333,1316371,1166823,43661,105887,,,"Sao Paulo, Brazil"
-37.3857,-10.5741,67,Sergipe,Brazil,2020/12/12 01:27:11+00,-10.5741,-37.3857,96990,86256,2351,8383,,,"Sergipe, Brazil"
-48.2982,-10.1753,68,Tocantins,Brazil,2020/12/12 01:27:11+00,-10.1753,-48.2982,84637,76004,1192,7441,,,"Tocantins, Brazil"
114.7277,4.5353,69,,Brunei,2020/12/12 01:27:11+00,4.5353,114.7277,152,147,3,2,,,Brunei
25.4858,42.7339,70,,Bulgaria,2020/12/12 01:27:11+00,42.7339,25.4858,177665,79522,5562,92581,,,Bulgaria
-1.5616,12.2383,71,,Burkina Faso,2020/12/12 01:27:11+00,12.2383,-1.5616,3579,2792,69,718,,,Burkina Faso
95.956,21.9162,72,,Burma,2020/12/12 01:27:11+00,21.9162,95.956,105863,84338,2220,19305,,,Burma
29.9189,-3.3731,73,,Burundi,2020/12/12 01:27:11+00,-3.3731,29.9189,723,640,1,82,,,Burundi
-23.0418,16.5388,74,,Cabo Verde,2020/12/12 01:27:11+00,16.5388,-23.0418,11262,10894,110,258,,,Cabo Verde
104.9167,11.55,75,,Cambodia,2020/12/12 01:27:11+00,11.55,104.9167,357,307,0,50,,,Cambodia
11.5021,3.848,76,,Cameroon,2020/12/12 01:27:11+00,3.848,11.5021,25087,23851,443,793,,,Cameroon
-116.5765,53.9333,77,Alberta,Canada,2020/12/12 01:27:11+00,53.9333,-116.5765,76792,55947,684,20161,,,"Alberta, Canada"
-127.6476,53.7267,78,British Columbia,Canada,2020/12/12 01:27:11+00,53.7267,-127.6476,40797,29598,598,10601,,,"British Columbia, Canada"
,,79,Diamond Princess,Canada,2020/12/12 01:27:11+00,,,0,0,1,0,,,"Diamond Princess, Canada"
,,80,Grand Princess,Canada,2020/12/12 01:27:11+00,,,13,13,0,0,,,"Grand Princess, Canada"
-98.8139,53.7609,81,Manitoba,Canada,2020/12/12 01:27:11+00,53.7609,-98.8139,20392,14410,465,5517,,,"Manitoba, Canada"
-66.4619,46.5653,82,New Brunswick,Canada,2020/12/12 01:27:11+00,46.5653,-66.4619,554,468,8,78,,,"New Brunswick, Canada"
-57.6604,53.1355,83,Newfoundland and Labrador,Canada,2020/12/12 01:27:11+00,53.1355,-57.6604,355,331,4,20,,,"Newfoundland and Labrador, Canada"
-124.8457,64.8255,84,Northwest Territories,Canada,2020/12/12 01:27:11+00,64.8255,-124.8457,20,15,0,5,,,"Northwest Territories, Canada"
-63.7443,44.682,85,Nova Scotia,Canada,2020/12/12 01:27:11+00,44.682,-63.7443,1402,1272,65,65,,,"Nova Scotia, Canada"
-83.1076,70.2998,86,Nunavut,Canada,2020/12/12 01:27:11+00,70.2998,-83.1076,245,189,0,56,,,"Nunavut, Canada"
-85.3232,51.2538,87,Ontario,Canada,2020/12/12 01:27:11+00,51.2538,-85.3232,140320,121956,3931,14433,,,"Ontario, Canada"
-63.4168,46.5107,88,Prince Edward Island,Canada,2020/12/12 01:27:11+00,46.5107,-63.4168,84,72,0,12,,,"Prince Edward Island, Canada"
-73.5491,52.9399,89,Quebec,Canada,2020/12/12 01:27:11+00,52.9399,-73.5491,160023,136646,7435,15942,,,"Quebec, Canada"
,,90,Repatriated Travellers,Canada,2020/12/12 01:27:11+00,,,13,13,0,0,,,"Repatriated Travellers, Canada"
-106.4509,52.9399,91,Saskatchewan,Canada,2020/12/12 01:27:11+00,52.9399,-106.4509,11475,6853,75,4547,,,"Saskatchewan, Canada"
-135.0,64.2823,92,Yukon,Canada,2020/12/12 01:27:11+00,64.2823,-135,58,54,1,3,,,"Yukon, Canada"
20.9394,6.6111,93,,Central African Republic,2020/12/12 01:27:11+00,6.6111,20.9394,4936,1924,63,2949,,,Central African Republic
18.7322,15.4542,94,,Chad,2020/12/12 01:27:11+00,15.4542,18.7322,1745,1595,102,48,,,Chad
-70.3975,-23.6509,95,Antofagasta,Chile,2020/12/12 01:27:11+00,-23.6509,-70.3975,22491,21697,569,225,,,"Antofagasta, Chile"
-72.3311,-38.9489,96,Araucania,Chile,2020/12/12 01:27:11+00,-38.9489,-72.3311,19367,18099,257,1011,,,"Araucania, Chile"
-69.4785,-18.594,97,Arica y Parinacota,Chile,2020/12/12 01:27:11+00,-18.594,-69.4785,10372,10045,213,114,,,"Arica y Parinacota, Chile"
-70.0503,-27.5661,98,Atacama,Chile,2020/12/12 01:27:11+00,-27.5661,-70.0503,8256,8085,108,63,,,"Atacama, Chile"
-73.7669,-45.9864,99,Aysen,Chile,2020/12/12 01:27:11+00,-45.9864,-73.7669,1322,1261,15,46,,,"Aysen, Chile"
-72.1416,-37.4464,100,Biobio,Chile,2020/12/12 01:27:11+00,-37.4464,-72.1416,39947,37111,658,2178,,,"Biobio, Chile"
-71.3389,-29.959,101,Coquimbo,Chile,2020/12/12 01:27:11+00,-29.959,-71.3389,13439,12953,275,211,,,"Coquimbo, Chile"
-72.1416,-41.9198,102,Los Lagos,Chile,2020/12/12 01:27:11+00,-41.9198,-72.1416,22146,21023,223,900,,,"Los Lagos, Chile"
-72.3311,-40.231,103,Los Rios,Chile,2020/12/12 01:27:11+00,-40.231,-72.3311,7009,6370,64,575,,,"Los Rios, Chile"
-70.9863,-52.368,104,Magallanes,Chile,2020/12/12 01:27:11+00,-52.368,-70.9863,15297,14563,213,521,,,"Magallanes, Chile"
-71.6885,-35.5183,105,Maule,Chile,2020/12/12 01:27:11+00,-35.5183,-71.6885,21939,20823,505,611,,,"Maule, Chile"
-70.6505,-33.4376,106,Metropolitana,Chile,2020/12/12 01:27:11+00,-33.4376,-70.6505,309047,295727,10495,2825,,,"Metropolitana, Chile"
-71.7622,-36.7226,107,Nuble,Chile,2020/12/12 01:27:11+00,-36.7226,-71.7622,9373,8811,188,374,,,"Nuble, Chile"
-71.0022,-34.5755,108,OHiggins,Chile,2020/12/12 01:27:11+00,-34.5755,-71.0022,20369,19474,560,335,,,"OHiggins, Chile"
-69.5132,-19.9232,109,Tarapaca,Chile,2020/12/12 01:27:11+00,-19.9232,-69.5132,14235,13711,261,263,,,"Tarapaca, Chile"
,,110,Unknown,Chile,2020/12/12 01:27:11+00,,,45,45,1,0,,,"Unknown, Chile"
-71.6127,-33.0472,111,Valparaiso,Chile,2020/12/12 01:27:11+00,-33.0472,-71.6127,33320,31547,1177,596,,,"Valparaiso, Chile"
117.2264,31.8257,112,Anhui,China,2020/12/12 01:27:11+00,31.8257,117.2264,992,986,6,0,,,"Anhui, China"
116.4142,40.1824,113,Beijing,China,2020/12/12 01:27:11+00,40.1824,116.4142,952,939,9,4,,,"Beijing, China"
107.874,30.0572,114,Chongqing,China,2020/12/12 01:27:11+00,30.0572,107.874,590,583,6,1,,,"Chongqing, China"
117.9874,26.0789,115,Fujian,China,2020/12/12 01:27:11+00,26.0789,117.9874,501,458,1,42,,,"Fujian, China"
104.2861,35.7518,116,Gansu,China,2020/12/12 01:27:11+00,35.7518,104.2861,182,180,2,0,,,"Gansu, China"
113.4244,23.3417,117,Guangdong,China,2020/12/12 01:27:11+00,23.3417,113.4244,2013,1969,8,36,,,"Guangdong, China"
108.7881,23.8298,118,Guangxi,China,2020/12/12 01:27:11+00,23.8298,108.7881,264,261,2,1,,,"Guangxi, China"
106.8748,26.8154,119,Guizhou,China,2020/12/12 01:27:11+00,26.8154,106.8748,147,145,2,0,,,"Guizhou, China"
109.7453,19.1959,120,Hainan,China,2020/12/12 01:27:11+00,19.1959,109.7453,171,165,6,0,,,"Hainan, China"
114.9042,37.8957,121,Hebei,China,2020/12/12 01:27:11+00,37.8957,114.9042,373,367,6,0,,,"Hebei, China"
127.7615,47.862,122,Heilongjiang,China,2020/12/12 01:27:11+00,47.862,127.7615,951,936,13,2,,,"Heilongjiang, China"
113.614,33.882,123,Henan,China,2020/12/12 01:27:11+00,33.882,113.614,1295,1266,22,7,,,"Henan, China"
114.2,22.3,124,Hong Kong,China,2020/12/12 01:27:11+00,22.3,114.2,7377,5996,114,1267,,,"Hong Kong, China"
112.2707,30.9756,125,Hubei,China,2020/12/12 01:27:11+00,30.9756,112.2707,68149,63636,4512,1,,,"Hubei, China"
111.7088,27.6104,126,Hunan,China,2020/12/12 01:27:11+00,27.6104,111.7088,1020,1016,4,0,,,"Hunan, China"
113.9448,44.0935,127,Inner Mongolia,China,2020/12/12 01:27:11+00,44.0935,113.9448,337,311,1,25,,,"Inner Mongolia, China"
119.455,32.9711,128,Jiangsu,China,2020/12/12 01:27:11+00,32.9711,119.455,681,675,0,6,,,"Jiangsu, China"
115.7221,27.614,129,Jiangxi,China,2020/12/12 01:27:11+00,27.614,115.7221,935,934,1,0,,,"Jiangxi, China"
126.1923,43.6661,130,Jilin,China,2020/12/12 01:27:11+00,43.6661,126.1923,157,155,2,0,,,"Jilin, China"
122.6085,41.2956,131,Liaoning,China,2020/12/12 01:27:11+00,41.2956,122.6085,289,287,2,0,,,"Liaoning, China"
113.55,22.1667,132,Macau,China,2020/12/12 01:27:11+00,22.1667,113.55,46,46,0,0,,,"Macau, China"
106.1655,37.2692,133,Ningxia,China,2020/12/12 01:27:11+00,37.2692,106.1655,75,75,0,0,,,"Ningxia, China"
95.9956,35.7452,134,Qinghai,China,2020/12/12 01:27:11+00,35.7452,95.9956,18,18,0,0,,,"Qinghai, China"
108.8701,35.1917,135,Shaanxi,China,2020/12/12 01:27:11+00,35.1917,108.8701,502,480,3,19,,,"Shaanxi, China"
118.1498,36.3427,136,Shandong,China,2020/12/12 01:27:11+00,36.3427,118.1498,857,841,7,9,,,"Shandong, China"
121.4491,31.202,137,Shanghai,China,2020/12/12 01:27:11+00,31.202,121.4491,1390,1302,7,81,,,"Shanghai, China"
112.2922,37.5777,138,Shanxi,China,2020/12/12 01:27:11+00,37.5777,112.2922,222,218,0,4,,,"Shanxi, China"
102.7103,30.6171,139,Sichuan,China,2020/12/12 01:27:11+00,30.6171,102.7103,826,787,3,36,,,"Sichuan, China"
117.323,39.3054,140,Tianjin,China,2020/12/12 01:27:11+00,39.3054,117.323,301,293,3,5,,,"Tianjin, China"
88.0924,31.6927,141,Tibet,China,2020/12/12 01:27:11+00,31.6927,88.0924,1,1,0,0,,,"Tibet, China"
85.2401,41.1129,142,Xinjiang,China,2020/12/12 01:27:11+00,41.1129,85.2401,980,977,3,0,,,"Xinjiang, China"
101.487,24.974,143,Yunnan,China,2020/12/12 01:27:11+00,24.974,101.487,222,210,2,10,,,"Yunnan, China"
120.0934,29.1832,144,Zhejiang,China,2020/12/12 01:27:11+00,29.1832,120.0934,1295,1290,1,4,,,"Zhejiang, China"
-71.5724,-1.4429,145,Amazonas,Colombia,2020/12/12 01:27:11+00,-1.4429,-71.5724,3169,3031,123,15,,,"Amazonas, Colombia"
-75.3412,7.1986,146,Antioquia,Colombia,2020/12/12 01:27:11+00,7.1986,-75.3412,226936,210318,4289,12329,,,"Antioquia, Colombia"
-70.7105,7.0762,147,Arauca,Colombia,2020/12/12 01:27:11+00,7.0762,-70.7105,4329,3984,124,221,,,"Arauca, Colombia"
-74.8741,10.6966,148,Atlantico,Colombia,2020/12/12 01:27:11+00,10.6966,-74.8741,81809,76319,3257,2233,,,"Atlantico, Colombia"
-74.03,8.6704,149,Bolivar,Colombia,2020/12/12 01:27:11+00,8.6704,-74.03,42536,39686,959,1891,,,"Bolivar, Colombia"
-73.362,5.4545,150,Boyaca,Colombia,2020/12/12 01:27:11+00,5.4545,-73.362,23955,21842,523,1590,,,"Boyaca, Colombia"
-75.2479,5.2983,151,Caldas,Colombia,2020/12/12 01:27:11+00,5.2983,-75.2479,27618,25277,530,1811,,,"Caldas, Colombia"
-74.0721,4.711,152,Capital District,Colombia,2020/12/12 01:27:11+00,4.711,-74.0721,400408,368298,8843,23267,,,"Capital District, Colombia"
-73.8419,0.8699,153,Caqueta,Colombia,2020/12/12 01:27:11+00,0.8699,-73.8419,13869,12601,492,776,,,"Caqueta, Colombia"
-71.5724,5.7589,154,Casanare,Colombia,2020/12/12 01:27:11+00,5.7589,-71.5724,7653,7121,156,376,,,"Casanare, Colombia"
-76.826,2.705,155,Cauca,Colombia,2020/12/12 01:27:11+00,2.705,-76.826,16600,15044,461,1095,,,"Cauca, Colombia"
-73.6536,9.3373,156,Cesar,Colombia,2020/12/12 01:27:11+00,9.3373,-73.6536,31000,28300,934,1766,,,"Cesar, Colombia"
-76.826,5.2528,157,Choco,Colombia,2020/12/12 01:27:11+00,5.2528,-76.826,4605,4324,166,115,,,"Choco, Colombia"
-75.574,8.0493,158,Cordoba,Colombia,2020/12/12 01:27:11+00,8.0493,-75.574,28709,26027,1659,1023,,,"Cordoba, Colombia"
-74.03,5.026,159,Cundinamarca,Colombia,2020/12/12 01:27:11+00,5.026,-74.03,56552,52245,1495,2812,,,"Cundinamarca, Colombia"
-68.5247,2.5854,160,Guainia,Colombia,2020/12/12 01:27:11+00,2.5854,-68.5247,1217,1188,19,10,,,"Guainia, Colombia"
