X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
-2.9381,35.2923,610,Melilla,Spain,2020/12/12 01:27:11+00,35.2923,-2.9381,4242,125,42,4075,,,"Melilla, Spain"
-1.1307,37.9922,611,Murcia,Spain,2020/12/12 01:27:11+00,37.9922,-1.1307,56087,2180,658,53249,,,"Murcia, Spain"
-1.6761,42.6954,612,Navarra,Spain,2020/12/12 01:27:11+00,42.6954,-1.6761,40611,3905,914,35792,,,"Navarra, Spain"
-2.6189,42.9896,613,Pais Vasco,Spain,2020/12/12 01:27:11+00,42.9896,-2.6189,102762,16160,2666,83936,,,"Pais Vasco, Spain"
,,614,Unknown,Spain,2020/12/12 01:27:11+00,,,0,0,0,0,,,"Unknown, Spain"
80.771797,7.873054,615,,Sri Lanka,2020/12/12 01:27:11+00,7.873054,80.771797,31375,22831,146,8398,,,Sri Lanka
30.2176,12.8628,616,,Sudan,2020/12/12 01:27:11+00,12.8628,30.2176,20468,11673,1319,7476,,,Sudan
-56.0278,3.9193,617,,Suriname,2020/12/12 01:27:11+00,3.9193,-56.0278,5339,5220,117,2,,,Suriname
15.018,56.2784,618,Blekinge,Sweden,2020/12/12 01:27:11+00,56.2784,15.018,2864,0,26,2838,,,"Blekinge, Sweden"
14.6664,61.0917,619,Dalarna,Sweden,2020/12/12 01:27:11+00,61.0917,14.6664,7656,0,201,7455,,,"Dalarna, Sweden"
16.1534,61.3012,620,Gavleborg,Sweden,2020/12/12 01:27:11+00,61.3012,16.1534,9926,0,230,9696,,,"Gavleborg, Sweden"
18.4867,57.4684,621,Gotland,Sweden,2020/12/12 01:27:11+00,57.4684,18.4867,1702,0,19,1683,,,"Gotland, Sweden"
12.8034,56.8967,622,Halland,Sweden,2020/12/12 01:27:11+00,56.8967,12.8034,8249,0,118,8131,,,"Halland, Sweden"
14.9592,63.1712,623,Jamtland Harjedalen,Sweden,2020/12/12 01:27:11+00,63.1712,14.9592,3380,0,69,3311,,,"Jamtland Harjedalen, Sweden"
14.3439,57.3708,624,Jonkoping,Sweden,2020/12/12 01:27:11+00,57.3708,14.3439,13583,0,260,13323,,,"Jonkoping, Sweden"
16.1849,57.235,625,Kalmar,Sweden,2020/12/12 01:27:11+00,57.235,16.1849,4168,0,93,4075,,,"Kalmar, Sweden"
14.4115,56.7183,626,Kronoberg,Sweden,2020/12/12 01:27:11+00,56.7183,14.4115,6213,0,159,6054,,,"Kronoberg, Sweden"
20.3992,66.8309,627,Norrbotten,Sweden,2020/12/12 01:27:11+00,66.8309,20.3992,6183,0,117,6066,,,"Norrbotten, Sweden"
15.0066,59.535,628,Orebro,Sweden,2020/12/12 01:27:11+00,59.535,15.0066,11032,0,201,10831,,,"Orebro, Sweden"
15.5198,58.3454,629,Ostergotland,Sweden,2020/12/12 01:27:11+00,58.3454,15.5198,10633,0,331,10302,,,"Ostergotland, Sweden"
13.5958,55.9903,630,Skane,Sweden,2020/12/12 01:27:11+00,55.9903,13.5958,40584,0,496,40088,,,"Skane, Sweden"
16.7519,59.0336,631,Sormland,Sweden,2020/12/12 01:27:11+00,59.0336,16.7519,7030,0,286,6744,,,"Sormland, Sweden"
18.1384,59.6025,632,Stockholm,Sweden,2020/12/12 01:27:11+00,59.6025,18.1384,93383,0,2936,90447,,,"Stockholm, Sweden"
17.2715,60.0092,633,Uppsala,Sweden,2020/12/12 01:27:11+00,60.0092,17.2715,13868,0,328,13540,,,"Uppsala, Sweden"
13.2354,59.7294,634,Varmland,Sweden,2020/12/12 01:27:11+00,59.7294,13.2354,4362,0,98,4264,,,"Varmland, Sweden"
16.5162,65.3337,635,Vasterbotten,Sweden,2020/12/12 01:27:11+00,65.3337,16.5162,5804,0,60,5744,,,"Vasterbotten, Sweden"
17.7292,63.4276,636,Vasternorrland,Sweden,2020/12/12 01:27:11+00,63.4276,17.7292,7021,0,174,6847,,,"Vasternorrland, Sweden"
16.2159,59.6714,637,Vastmanland,Sweden,2020/12/12 01:27:11+00,59.6714,16.2159,10823,0,230,10593,,,"Vastmanland, Sweden"
13.0596,58.2528,638,Vastra Gotaland,Sweden,2020/12/12 01:27:11+00,58.2528,13.0596,51634,0,1082,50552,,,"Vastra Gotaland, Sweden"
8.2275,46.8182,639,,Switzerland,2020/12/12 01:27:11+00,46.8182,8.2275,373831,291500,5928,76403,,,Switzerland
38.996815,34.802075,640,,Syria,2020/12/12 01:27:11+00,34.802075,38.996815,8911,4243,491,4177,,,Syria
121.0,23.7,641,,Taiwan*,2020/12/12 01:27:11+00,23.7,121,725,595,7,123,,,Taiwan*
71.2761,38.861,642,,Tajikistan,2020/12/12 01:27:11+00,38.861,71.2761,12588,12009,88,491,,,Tajikistan
34.888822,-6.369028,643,,Tanzania,2020/12/12 01:27:11+00,-6.369028,34.888822,509,183,21,305,,,Tanzania
100.992541,15.870032,644,,Thailand,2020/12/12 01:27:11+00,15.870032,100.992541,4180,3903,60,217,,,Thailand
125.727539,-8.874217,645,,Timor-Leste,2020/12/12 01:27:11+00,-8.874217,125.727539,31,30,0,1,,,Timor-Leste
0.8248,8.6195,646,,Togo,2020/12/12 01:27:11+00,8.6195,0.8248,3202,2726,66,410,,,Togo
-61.2225,10.6918,647,,Trinidad and Tobago,2020/12/12 01:27:11+00,10.6918,-61.2225,6852,6103,122,627,,,Trinidad and Tobago
9.537499,33.886917,648,,Tunisia,2020/12/12 01:27:11+00,33.886917,9.537499,109104,83162,3801,22141,,,Tunisia
35.2433,38.9637,649,,Turkey,2020/12/12 01:27:11+00,38.9637,35.2433,955766,452593,15751,1306587,,,Turkey
32.290275,1.373333,650,,Uganda,2020/12/12 01:27:11+00,1.373333,32.290275,26369,9646,220,16503,,,Uganda
32.0598,49.4444,651,Cherkasy Oblast,Ukraine,2020/12/12 01:27:11+00,49.4444,32.0598,30133,12946,254,16933,,,"Cherkasy Oblast, Ukraine"
31.2893,51.4982,652,Chernihiv Oblast,Ukraine,2020/12/12 01:27:11+00,51.4982,31.2893,23190,8229,206,14755,,,"Chernihiv Oblast, Ukraine"
25.9352,48.2917,653,Chernivtsi Oblast,Ukraine,2020/12/12 01:27:11+00,48.2917,25.9352,36286,20035,696,15555,,,"Chernivtsi Oblast, Ukraine"
34.2008,45.2835,654,Crimea Republic*,Ukraine,2020/12/12 01:27:11+00,45.2835,34.2008,18256,14110,360,3786,,,"Crimea Republic*, Ukraine"
35.0462,48.4647,655,Dnipropetrovsk Oblast,Ukraine,2020/12/12 01:27:11+00,48.4647,35.0462,47650,32223,1116,14311,,,"Dnipropetrovsk Oblast, Ukraine"
37.8028,48.0159,656,Donetsk Oblast,Ukraine,2020/12/12 01:27:11+00,48.0159,37.8028,28391,18652,568,9171,,,"Donetsk Oblast, Ukraine"
24.7111,48.9226,657,Ivano-Frankivsk Oblast,Ukraine,2020/12/12 01:27:11+00,48.9226,24.7111,40282,16050,718,23514,,,"Ivano-Frankivsk Oblast, Ukraine"
36.2304,49.9935,658,Kharkiv Oblast,Ukraine,2020/12/12 01:27:11+00,49.9935,36.2304,61424,44140,859,16425,,,"Kharkiv Oblast, Ukraine"
32.6169,46.6354,659,Kherson Oblast,Ukraine,2020/12/12 01:27:11+00,46.6354,32.6169,13401,6096,301,7004,,,"Kherson Oblast, Ukraine"
26.9871,49.423,660,Khmelnytskyi Oblast,Ukraine,2020/12/12 01:27:11+00,49.423,26.9871,33958,24116,514,9328,,,"Khmelnytskyi Oblast, Ukraine"
30.5234,50.4501,661,Kiev,Ukraine,2020/12/12 01:27:11+00,50.4501,30.5234,88317,27769,1551,58997,,,"Kiev, Ukraine"
30.7667,50.053,662,Kiev Oblast,Ukraine,2020/12/12 01:27:11+00,50.053,30.7667,46998,18864,805,27329,,,"Kiev Oblast, Ukraine"
32.2623,48.5079,663,Kirovohrad Oblast,Ukraine,2020/12/12 01:27:11+00,48.5079,32.2623,6921,2790,194,3937,,,"Kirovohrad Oblast, Ukraine"
39.3078,48.574,664,Luhansk Oblast,Ukraine,2020/12/12 01:27:11+00,48.574,39.3078,7615,5557,202,1856,,,"Luhansk Oblast, Ukraine"
24.0297,49.8397,665,Lviv Oblast,Ukraine,2020/12/12 01:27:11+00,49.8397,24.0297,52578,36429,1436,14713,,,"Lviv Oblast, Ukraine"
31.9946,46.975,666,Mykolaiv Oblast,Ukraine,2020/12/12 01:27:11+00,46.975,31.9946,22980,10445,374,12161,,,"Mykolaiv Oblast, Ukraine"
30.7326,46.4846,667,Odessa Oblast,Ukraine,2020/12/12 01:27:11+00,46.4846,30.7326,55714,18436,758,36520,,,"Odessa Oblast, Ukraine"
34.5514,49.5883,668,Poltava Oblast,Ukraine,2020/12/12 01:27:11+00,49.5883,34.5514,28435,18357,592,9486,,,"Poltava Oblast, Ukraine"
26.2516,50.6199,669,Rivne Oblast,Ukraine,2020/12/12 01:27:11+00,50.6199,26.2516,35452,29375,441,5636,,,"Rivne Oblast, Ukraine"
33.522,44.6054,670,Sevastopol*,Ukraine,2020/12/12 01:27:11+00,44.6054,33.522,5136,4724,163,249,,,"Sevastopol*, Ukraine"
34.7981,50.9077,671,Sumy Oblast,Ukraine,2020/12/12 01:27:11+00,50.9077,34.7981,34996,21892,452,12652,,,"Sumy Oblast, Ukraine"
25.5948,49.5535,672,Ternopil Oblast,Ukraine,2020/12/12 01:27:11+00,49.5535,25.5948,30738,25141,418,5179,,,"Ternopil Oblast, Ukraine"
28.4682,49.2331,673,Vinnytsia Oblast,Ukraine,2020/12/12 01:27:11+00,49.2331,28.4682,19481,11407,331,7743,,,"Vinnytsia Oblast, Ukraine"
25.3254,50.7472,674,Volyn Oblast,Ukraine,2020/12/12 01:27:11+00,50.7472,25.3254,27537,20452,464,6621,,,"Volyn Oblast, Ukraine"
22.2879,48.6208,675,Zakarpattia Oblast,Ukraine,2020/12/12 01:27:11+00,48.6208,22.2879,25693,17676,575,7442,,,"Zakarpattia Oblast, Ukraine"
35.1396,47.8388,676,Zaporizhia Oblast,Ukraine,2020/12/12 01:27:11+00,47.8388,35.1396,40653,8826,372,31455,,,"Zaporizhia Oblast, Ukraine"
28.6587,50.2547,677,Zhytomyr Oblast,Ukraine,2020/12/12 01:27:11+00,50.2547,28.6587,33405,24445,558,8402,,,"Zhytomyr Oblast, Ukraine"
53.847818,23.424076,678,,United Arab Emirates,2020/12/12 01:27:11+00,23.424076,53.847818,182601,162435,607,19559,,,United Arab Emirates
-63.0686,18.2206,679,Anguilla,United Kingdom,2020/12/12 01:27:11+00,18.2206,-63.0686,10,3,0,7,,,"Anguilla, United Kingdom"
-64.7505,32.3078,680,Bermuda,United Kingdom,2020/12/12 01:27:11+00,32.3078,-64.7505,391,233,9,149,,,"Bermuda, United Kingdom"
-64.64,18.4207,681,British Virgin Islands,United Kingdom,2020/12/12 01:27:11+00,18.4207,-64.64,76,72,1,3,,,"British Virgin Islands, United Kingdom"
-81.2546,19.3133,682,Cayman Islands,United Kingdom,2020/12/12 01:27:11+00,19.3133,-81.2546,298,267,2,29,,,"Cayman Islands, United Kingdom"
-2.3644,49.3723,683,Channel Islands,United Kingdom,2020/12/12 01:27:11+00,49.3723,-2.3644,1926,1088,48,790,,,"Channel Islands, United Kingdom"
-1.1743,52.3555,684,England,United Kingdom,2020/12/12 01:27:11+00,52.3555,-1.1743,1549660,0,55508,1494152,,,"England, United Kingdom"
-59.5236,-51.7963,685,Falkland Islands (Malvinas),United Kingdom,2020/12/12 01:27:11+00,-51.7963,-59.5236,17,17,0,0,,,"Falkland Islands (Malvinas), United Kingdom"
-5.3536,36.1408,686,Gibraltar,United Kingdom,2020/12/12 01:27:11+00,36.1408,-5.3536,1070,1022,5,43,,,"Gibraltar, United Kingdom"
-4.5481,54.2361,687,Isle of Man,United Kingdom,2020/12/12 01:27:11+00,54.2361,-4.5481,370,344,25,1,,,"Isle of Man, United Kingdom"
-62.187366,16.742498,688,Montserrat,United Kingdom,2020/12/12 01:27:11+00,16.742498,-62.187366,13,12,1,0,,,"Montserrat, United Kingdom"
-6.4923,54.7877,689,Northern Ireland,United Kingdom,2020/12/12 01:27:11+00,54.7877,-6.4923,57257,0,1111,56146,,,"Northern Ireland, United Kingdom"
-4.2026,56.4907,690,Scotland,United Kingdom,2020/12/12 01:27:11+00,56.4907,-4.2026,104306,0,4069,100237,,,"Scotland, United Kingdom"
-71.7979,21.694,691,Turks and Caicos Islands,United Kingdom,2020/12/12 01:27:11+00,21.694,-71.7979,769,741,6,22,,,"Turks and Caicos Islands, United Kingdom"
,,692,Unknown,United Kingdom,2020/12/12 01:27:11+00,,,0,0,0,0,,,"Unknown, United Kingdom"
-3.7837,52.1307,693,Wales,United Kingdom,2020/12/12 01:27:11+00,52.1307,-3.7837,98232,0,2818,95414,,,"Wales, United Kingdom"
-55.7658,-32.5228,694,,Uruguay,2020/12/12 01:27:11+00,-32.5228,-55.7658,8849,5941,90,2818,,,Uruguay
64.585262,41.377491,695,,Uzbekistan,2020/12/12 01:27:11+00,41.377491,64.585262,74664,71921,611,2132,,,Uzbekistan
166.9592,-15.3767,696,,Vanuatu,2020/12/12 01:27:11+00,-15.3767,166.9592,1,1,0,0,,,Vanuatu
-66.5897,6.4238,697,,Venezuela,2020/12/12 01:27:11+00,6.4238,-66.5897,106280,101384,938,3958,,,Venezuela
108.277199,14.058324,698,,Vietnam,2020/12/12 01:27:11+00,14.058324,108.277199,1391,1238,35,118,,,Vietnam
35.2332,31.9522,699,,West Bank and Gaza,2020/12/12 01:27:11+00,31.9522,35.2332,106622,81166,931,24525,,,West Bank and Gaza
48.516388,15.552727,700,,Yemen,2020/12/12 01:27:11+00,15.552727,48.516388,2082,1383,606,93,,,Yemen
27.849332,-13.133897,701,,Zambia,2020/12/12 01:27:11+00,-13.133897,27.849332,18161,17329,365,467,,,Zambia
29.154857,-19.015438,702,,Zimbabwe,2020/12/12 01:27:11+00,-19.015438,29.154857,11162,9324,306,1532,,,Zimbabwe
-89.678696,32.741646,703,Mississippi,US,2020/12/12 01:27:11+00,32.741646,-89.678696,175282,0,4124,171158,,28,"Mississippi, US"
-122.665479,37.64894,704,Grand Princess,US,2020/08/04 02:27:56+00,37.64894,-122.665479,103,0,3,100,,,"Grand Princess, US"
-96.928917,35.565342,705,Oklahoma,US,2020/12/12 01:27:11+00,35.565342,-96.928917,229353,0,2007,227346,,40,"Oklahoma, US"
-75.507141,39.318523,706,Delaware,US,2020/12/12 01:27:11+00,39.318523,-75.507141,43818,0,807,43011,,10,"Delaware, US"
-93.900192,45.694454,707,Minnesota,US,2020/12/12 01:27:11+00,45.694454,-93.900192,370968,0,4351,366617,,27,"Minnesota, US"
-88.986137,40.349457,708,Illinois,US,2020/12/12 01:27:11+00,40.349457,-88.986137,832951,0,15067,817884,,17,"Illinois, US"
-92.373123,34.969704,709,Arkansas,US,2020/12/12 01:27:11+00,34.969704,-92.373123,181624,0,2875,178749,,05,"Arkansas, US"
-106.248482,34.840515,710,New Mexico,US,2020/12/12 01:27:11+00,34.840515,-106.248482,116565,0,1889,114676,,35,"New Mexico, US"
-86.258278,39.849426,711,Indiana,US,2020/12/12 01:27:11+00,39.849426,-86.258278,412135,0,6673,405462,,18,"Indiana, US"
-91.867805,31.169546,712,Louisiana,US,2020/12/12 01:27:11+00,31.169546,-91.867805,264191,0,6767,257424,,22,"Louisiana, US"
-97.563461,31.054487,713,Texas,US,2020/12/12 01:27:11+00,31.054487,-97.563461,1388909,0,24143,1364766,,48,"Texas, US"
-89.616508,44.268543,714,Wisconsin,US,2020/12/12 01:27:11+00,44.268543,-89.616508,461367,0,4266,457101,,55,"Wisconsin, US"
-96.726486,38.5266,715,Kansas,US,2020/12/12 01:27:11+00,38.5266,-96.726486,188318,0,2072,186246,,20,"Kansas, US"
0.0,0.0,716,Recovered,US,2020/12/12 01:27:11+00,0,0,0,6135314,0,-6135314,,,"Recovered, US"
-170.132,-14.271,717,American Samoa,US,1970/01/01 00:00:00+00,-14.271,-170.132,0,0,0,0,,,"American Samoa, US"
-72.755371,41.597782,718,Connecticut,US,2020/12/12 01:27:11+00,41.597782,-72.755371,146761,0,5363,141398,,09,"Connecticut, US"
-64.8963,18.3358,719,Virgin Islands,US,2020/12/12 01:27:11+00,18.3358,-64.8963,1791,0,23,1768,,,"Virgin Islands, US"
-119.681564,36.116203,720,California,US,2020/12/12 01:27:11+00,36.116203,-119.681564,1503065,0,20704,1481222,,06,"California, US"
-66.5901,18.2208,721,Puerto Rico,US,2020/12/12 01:27:11+00,18.2208,-66.5901,61002,0,1249,59753,,72,"Puerto Rico, US"
-83.643074,33.040619,722,Georgia,US,2020/12/12 01:27:11+00,33.040619,-83.643074,531593,0,10031,521562,,13,"Georgia, US"
-99.784012,47.528912,723,North Dakota,US,2020/12/12 01:27:11+00,47.528912,-99.784012,86707,0,1109,85598,,38,"North Dakota, US"
-77.209755,40.590752,724,Pennsylvania,US,2020/12/12 01:27:11+00,40.590752,-77.209755,476249,0,12183,463440,,42,"Pennsylvania, US"
-80.954453,38.491226,725,West Virginia,US,2020/12/12 01:27:11+00,38.491226,-80.954453,60637,0,938,59699,,54,"West Virginia, US"
-152.404419,61.370716,726,Alaska,US,2020/12/12 01:27:11+00,61.370716,-152.404419,39975,0,158,39817,,02,"Alaska, US"
-86.692345,35.747845,727,Tennessee,US,2020/12/12 01:27:11+00,35.747845,-86.692345,428973,0,5240,423733,,47,"Tennessee, US"
-64.933,18.35,728,United States Virgin Islands,US,1970/01/01 00:00:00+00,18.35,-64.933,0,0,0,0,,,"United States Virgin Islands, US"
-92.288368,38.456085,729,Missouri,US,2020/12/12 01:27:11+00,38.456085,-92.288368,343412,0,4551,338861,,29,"Missouri, US"
-99.438828,44.299782,730,South Dakota,US,2020/12/12 01:27:11+00,44.299782,-99.438828,89672,0,1210,88462,,46,"South Dakota, US"
-105.311104,39.059811,731,Colorado,US,2020/12/12 01:27:11+00,39.059811,-105.311104,281673,0,3846,277827,,08,"Colorado, US"
-74.521011,40.298904,732,New Jersey,US,2020/12/12 01:27:11+00,40.298904,-74.521011,390256,0,17662,372594,,34,"New Jersey, US"
144.7937,13.4443,733,Guam,US,2020/12/12 01:27:11+00,13.4443,144.7937,7052,0,115,6937,,,"Guam, US"
-121.490494,47.400902,734,Washington,US,2020/12/12 01:27:11+00,47.400902,-121.490494,195554,0,2879,192675,,53,"Washington, US"
-74.948051,42.165726,735,New York,US,2020/12/12 01:27:11+00,42.165726,-74.948051,753837,0,35295,716383,,36,"New York, US"
-117.055374,38.313515,736,Nevada,US,2020/12/12 01:27:11+00,38.313515,-117.055374,181310,0,2479,178806,,32,"Nevada, US"
145.6739,15.0979,737,Northern Mariana Islands,US,2020/12/12 01:27:11+00,15.0979,145.6739,113,0,2,111,,,"Northern Mariana Islands, US"
139.638,35.4437,738,Diamond Princess,US,2020/08/04 02:27:56+00,35.4437,139.638,49,0,0,49,,,"Diamond Princess, US"
-76.802101,39.063946,739,Maryland,US,2020/12/12 01:27:11+00,39.063946,-76.802101,228471,0,5064,223407,,24,"Maryland, US"
-114.478828,44.240459,740,Idaho,US,2020/12/12 01:27:11+00,44.240459,-114.478828,119610,0,1152,118458,,16,"Idaho, US"
-107.30249,42.755966,741,Wyoming,US,2020/12/12 01:27:11+00,42.755966,-107.30249,38785,0,321,38464,,56,"Wyoming, US"
-111.431221,33.729759,742,Arizona,US,2020/12/12 01:27:11+00,33.729759,-111.431221,394512,0,7245,387267,,04,"Arizona, US"
-93.210526,42.011539,743,Iowa,US,2020/12/12 01:27:11+00,42.011539,-93.210526,253613,0,2724,250889,,19,"Iowa, US"
-84.536095,43.326618,744,Michigan,US,2020/12/12 01:27:11+00,43.326618,-84.536095,460346,0,10965,449381,,26,"Michigan, US"
-111.862434,40.150032,745,Utah,US,2020/12/12 01:27:11+00,40.150032,-111.862434,228129,0,1025,227104,,49,"Utah, US"
-78.169968,37.769337,746,Virginia,US,2020/12/12 01:27:11+00,37.769337,-78.169968,274438,0,4370,270068,,51,"Virginia, US"
-122.070938,44.572021,747,Oregon,US,2020/12/12 01:27:11+00,44.572021,-122.070938,91420,0,1138,90282,,41,"Oregon, US"
-110.454353,46.921925,748,Montana,US,2020/12/12 01:27:11+00,46.921925,-110.454353,71870,0,805,71065,,30,"Montana, US"
-71.563896,43.452492,749,New Hampshire,US,2020/12/12 01:27:11+00,43.452492,-71.563896,29460,0,590,28870,,33,"New Hampshire, US"
-71.530106,42.230171,750,Massachusetts,US,2020/12/12 01:27:11+00,42.230171,-71.530106,280436,0,11257,269179,,25,"Massachusetts, US"
-80.945007,33.856892,751,South Carolina,US,2020/12/12 01:27:11+00,33.856892,-80.945007,245226,0,4673,240553,,45,"South Carolina, US"
-72.710686,44.045876,752,Vermont,US,2020/12/12 01:27:11+00,44.045876,-72.710686,5541,0,93,5448,,50,"Vermont, US"
-81.686783,27.766279,753,Florida,US,2020/12/12 01:27:11+00,27.766279,-81.686783,1106396,0,19714,1086682,,12,"Florida, US"
-157.498337,21.094318,754,Hawaii,US,2020/12/12 01:27:11+00,21.094318,-157.498337,19315,0,269,19046,,15,"Hawaii, US"
-84.670067,37.66814,755,Kentucky,US,2020/12/12 01:27:11+00,37.66814,-84.670067,217119,0,2168,214951,,21,"Kentucky, US"
-71.51178,41.680893,756,Rhode Island,US,2020/12/12 01:27:11+00,41.680893,-71.51178,70818,0,1509,69309,,44,"Rhode Island, US"
-98.268082,41.12537,757,Nebraska,US,2020/12/12 01:27:11+00,41.12537,-98.268082,145774,0,1329,144445,,31,"Nebraska, US"
-82.764915,40.388783,758,Ohio,US,2020/12/12 01:27:11+00,40.388783,-82.764915,542209,0,7426,534783,,39,"Ohio, US"
-86.9023,32.3182,759,Alabama,US,2020/12/12 01:27:11+00,32.3182,-86.9023,288775,0,4086,284689,,01,"Alabama, US"
-79.806419,35.630066,760,North Carolina,US,2020/12/12 01:27:11+00,35.630066,-79.806419,423623,0,5752,417871,,37,"North Carolina, US"
-77.026817,38.897438,761,District of Columbia,US,2020/12/12 01:27:11+00,38.897438,-77.026817,24357,0,709,23648,,11,"District of Columbia, US"
-69.381927,44.693947,762,Maine,US,2020/12/12 01:27:11+00,44.693947,-69.381927,15206,0,250,14956,,23,"Maine, US"
